feature,importance
AMT_REQ_CREDIT_BUREAU_QRT,23.5
AMT_REQ_CREDIT_BUREAU_YEAR,9.099999999999998
CREDIT/INCOME,108.60000000000001
GOODS/CREDIT,170.9
BIRTH-EMPLOYED,99.4
FAMMEMB/INCOME,41.8
CLIENTREG/INCOME,30.7
CITYREG/INCOME,47.199999999999996
CODE_GENDER_F,52.60000000000001
CODE_GENDER_M,34.8
NAME_TYPE_SUITE_Children,0.6
NAME_TYPE_SUITE_Family,1.7000000000000002
NAME_TYPE_SUITE_Group of people,0.0
NAME_TYPE_SUITE_Other_A,0.1
NAME_TYPE_SUITE_Other_B,0.1
"NAME_TYPE_SUITE_Spouse, partner",3.4000000000000004
NAME_TYPE_SUITE_Unaccompanied,1.4
NAME_INCOME_TYPE_Businessman,0.0
NAME_INCOME_TYPE_Commercial associate,2.6000000000000005
NAME_INCOME_TYPE_Pensioner,2.2
NAME_INCOME_TYPE_State servant,10.1
NAME_INCOME_TYPE_Student,0.0
NAME_INCOME_TYPE_Unemployed,2.4
NAME_INCOME_TYPE_Working,21.5
NAME_EDUCATION_TYPE_Academic degree,3.6
NAME_EDUCATION_TYPE_Higher education,44.99999999999999
NAME_EDUCATION_TYPE_Incomplete higher,1.5000000000000002
NAME_EDUCATION_TYPE_Lower secondary,1.5
NAME_EDUCATION_TYPE_Secondary / secondary special,22.900000000000002
NAME_FAMILY_STATUS_Civil marriage,4.5
NAME_FAMILY_STATUS_Married,50.300000000000004
NAME_FAMILY_STATUS_Separated,1.8000000000000003
NAME_FAMILY_STATUS_Single / not married,3.2000000000000006
NAME_FAMILY_STATUS_Widow,2.4000000000000004
NAME_HOUSING_TYPE_Co-op apartment,0.0
NAME_HOUSING_TYPE_House / apartment,6.6000000000000005
NAME_HOUSING_TYPE_Municipal apartment,2.6
NAME_HOUSING_TYPE_Office apartment,2.1
NAME_HOUSING_TYPE_Rented apartment,0.7000000000000001
NAME_HOUSING_TYPE_With parents,0.8
OCCUPATION_TYPE_Accountants,5.4
OCCUPATION_TYPE_Cleaning staff,1.4
OCCUPATION_TYPE_Cooking staff,0.2
OCCUPATION_TYPE_Core staff,19.5
OCCUPATION_TYPE_Drivers,11.6
OCCUPATION_TYPE_HR staff,0.0
OCCUPATION_TYPE_High skill tech staff,5.3999999999999995
OCCUPATION_TYPE_IT staff,0.0
OCCUPATION_TYPE_Laborers,7.6000000000000005
OCCUPATION_TYPE_Low-skill Laborers,1.8
OCCUPATION_TYPE_Managers,1.3000000000000003
OCCUPATION_TYPE_Medicine staff,5.8999999999999995
OCCUPATION_TYPE_Not_Answered,3.1
OCCUPATION_TYPE_Private service staff,0.7000000000000001
OCCUPATION_TYPE_Realty agents,0.1
OCCUPATION_TYPE_Sales staff,5.0
OCCUPATION_TYPE_Secretaries,0.2
OCCUPATION_TYPE_Security staff,0.1
OCCUPATION_TYPE_Unemployed,0.0
OCCUPATION_TYPE_Waiters/barmen staff,0.30000000000000004
WEEKDAY_APPR_PROCESS_START_FRIDAY,1.5000000000000002
WEEKDAY_APPR_PROCESS_START_MONDAY,4.5
WEEKDAY_APPR_PROCESS_START_SATURDAY,3.8
WEEKDAY_APPR_PROCESS_START_SUNDAY,3.2
WEEKDAY_APPR_PROCESS_START_THURSDAY,2.4000000000000004
WEEKDAY_APPR_PROCESS_START_TUESDAY,2.5999999999999996
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,1.4999999999999998
ORGANIZATION_TYPE_Advertising,0.0
ORGANIZATION_TYPE_Agriculture,0.1
ORGANIZATION_TYPE_Bank,5.599999999999999
ORGANIZATION_TYPE_Business Entity Type 1,1.2
ORGANIZATION_TYPE_Business Entity Type 2,0.30000000000000004
ORGANIZATION_TYPE_Business Entity Type 3,8.600000000000001
ORGANIZATION_TYPE_Cleaning,0.0
ORGANIZATION_TYPE_Construction,13.899999999999999
ORGANIZATION_TYPE_Culture,0.0
ORGANIZATION_TYPE_Electricity,0.0
ORGANIZATION_TYPE_Emergency,0.0
ORGANIZATION_TYPE_Government,2.6
ORGANIZATION_TYPE_Hotel,1.0
ORGANIZATION_TYPE_Housing,0.5
ORGANIZATION_TYPE_Industry: type 1,0.1
ORGANIZATION_TYPE_Industry: type 10,0.0
ORGANIZATION_TYPE_Industry: type 11,0.0
ORGANIZATION_TYPE_Industry: type 12,0.3
ORGANIZATION_TYPE_Industry: type 13,0.0
ORGANIZATION_TYPE_Industry: type 2,0.0
ORGANIZATION_TYPE_Industry: type 3,0.0
ORGANIZATION_TYPE_Industry: type 4,0.0
ORGANIZATION_TYPE_Industry: type 5,0.30000000000000004
ORGANIZATION_TYPE_Industry: type 6,0.0
ORGANIZATION_TYPE_Industry: type 7,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
ORGANIZATION_TYPE_Industry: type 9,12.800000000000002
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_Kindergarten,4.8
ORGANIZATION_TYPE_Legal Services,0.3
ORGANIZATION_TYPE_Medicine,1.3000000000000003
ORGANIZATION_TYPE_Military,13.7
ORGANIZATION_TYPE_Mobile,0.0
ORGANIZATION_TYPE_Other,0.9
ORGANIZATION_TYPE_Police,4.8
ORGANIZATION_TYPE_Postal,0.1
ORGANIZATION_TYPE_Realtor,8.299999999999999
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Restaurant,1.2
ORGANIZATION_TYPE_School,8.9
ORGANIZATION_TYPE_Security,0.30000000000000004
ORGANIZATION_TYPE_Security Ministries,6.0
ORGANIZATION_TYPE_Self-employed,16.4
ORGANIZATION_TYPE_Services,0.1
ORGANIZATION_TYPE_Telecom,0.1
ORGANIZATION_TYPE_Trade: type 1,0.0
ORGANIZATION_TYPE_Trade: type 2,1.4000000000000004
ORGANIZATION_TYPE_Trade: type 3,0.2
ORGANIZATION_TYPE_Trade: type 4,0.1
ORGANIZATION_TYPE_Trade: type 5,0.0
ORGANIZATION_TYPE_Trade: type 6,0.0
ORGANIZATION_TYPE_Trade: type 7,1.0
ORGANIZATION_TYPE_Transport: type 1,0.2
ORGANIZATION_TYPE_Transport: type 2,0.4
ORGANIZATION_TYPE_Transport: type 3,10.4
ORGANIZATION_TYPE_Transport: type 4,1.5
ORGANIZATION_TYPE_University,0.2
ORGANIZATION_TYPE_XNA,0.0
FONDKAPREMONT_MODE_not specified,0.7
FONDKAPREMONT_MODE_org spec account,0.5
FONDKAPREMONT_MODE_reg oper account,1.1
FONDKAPREMONT_MODE_reg oper spec account,1.5
HOUSETYPE_MODE_block of flats,0.8
HOUSETYPE_MODE_specific housing,0.6
HOUSETYPE_MODE_terraced house,0.0
WALLSMATERIAL_MODE_Block,0.8
WALLSMATERIAL_MODE_Mixed,0.1
WALLSMATERIAL_MODE_Monolithic,0.6
WALLSMATERIAL_MODE_Others,0.4
WALLSMATERIAL_MODE_Panel,9.5
"WALLSMATERIAL_MODE_Stone, brick",2.2
WALLSMATERIAL_MODE_Wooden,0.1
EMERGENCYSTATE_MODE_No,1.4000000000000001
EMERGENCYSTATE_MODE_Yes,0.30000000000000004
OWN_CAR_AGE_CATEGORY_very-new,13.799999999999999
OWN_CAR_AGE_CATEGORY_new,22.2
OWN_CAR_AGE_CATEGORY_old,2.0
OWN_CAR_AGE_CATEGORY_very-old,2.3000000000000003
OWN_CAR_AGE_CATEGORY_antique,0.5
OWN_CAR_AGE_CATEGORY_not-have,3.3000000000000003
bureau_DAYS_CREDIT_count,7.500000000000001
bureau_DAYS_CREDIT_mean,53.5
bureau_DAYS_CREDIT_max,121.5
bureau_DAYS_CREDIT_min,34.2
bureau_DAYS_CREDIT_var,34.99999999999999
bureau_DAYS_CREDIT_sum,38.8
bureau_CREDIT_DAY_OVERDUE_mean,1.2000000000000002
bureau_CREDIT_DAY_OVERDUE_max,1.8000000000000005
bureau_CREDIT_DAY_OVERDUE_min,0.0
bureau_DAYS_CREDIT_ENDDATE_mean,39.39999999999999
bureau_DAYS_CREDIT_ENDDATE_max,103.4
bureau_DAYS_CREDIT_ENDDATE_min,23.2
bureau_DAYS_CREDIT_ENDDATE_var,43.2
bureau_DAYS_CREDIT_ENDDATE_sum,46.1
bureau_DAYS_ENDDATE_FACT_count,9.4
bureau_DAYS_ENDDATE_FACT_mean,30.500000000000004
bureau_DAYS_ENDDATE_FACT_max,75.2
bureau_DAYS_ENDDATE_FACT_min,26.1
bureau_DAYS_ENDDATE_FACT_var,36.0
bureau_DAYS_ENDDATE_FACT_sum,21.1
bureau_CNT_CREDIT_PROLONG_mean,1.2
bureau_CNT_CREDIT_PROLONG_max,3.7
bureau_CNT_CREDIT_PROLONG_min,0.0
bureau_CNT_CREDIT_PROLONG_var,2.9999999999999996
bureau_AMT_CREDIT_SUM_mean,66.0
bureau_AMT_CREDIT_SUM_max,51.39999999999999
bureau_AMT_CREDIT_SUM_min,56.70000000000001
bureau_AMT_CREDIT_SUM_var,31.799999999999997
bureau_AMT_CREDIT_SUM_sum,45.7
bureau_AMT_CREDIT_SUM_DEBT_mean,72.5
bureau_AMT_CREDIT_SUM_DEBT_max,34.099999999999994
bureau_AMT_CREDIT_SUM_DEBT_min,22.099999999999998
bureau_AMT_CREDIT_SUM_DEBT_var,54.1
bureau_AMT_CREDIT_SUM_LIMIT_count,11.5
bureau_AMT_CREDIT_SUM_LIMIT_mean,38.9
bureau_AMT_CREDIT_SUM_LIMIT_max,24.1
bureau_AMT_CREDIT_SUM_LIMIT_min,6.4
bureau_AMT_CREDIT_SUM_LIMIT_var,32.900000000000006
bureau_AMT_CREDIT_SUM_OVERDUE_mean,12.1
bureau_AMT_CREDIT_SUM_OVERDUE_max,15.4
bureau_AMT_CREDIT_SUM_OVERDUE_min,0.0
bureau_AMT_CREDIT_SUM_OVERDUE_var,1.1
bureau_DAYS_CREDIT_UPDATE_mean,38.400000000000006
bureau_DAYS_CREDIT_UPDATE_max,44.7
bureau_DAYS_CREDIT_UPDATE_min,23.2
bureau_DAYS_CREDIT_UPDATE_var,39.9
bureau_DAYS_CREDIT_UPDATE_sum,25.599999999999998
bureau_CREDIT_ACTIVE_Active_count,45.6
bureau_CREDIT_ACTIVE_Active_count_norm,34.099999999999994
bureau_CREDIT_ACTIVE_Bad debt_count,0.0
bureau_CREDIT_ACTIVE_Bad debt_count_norm,0.0
bureau_CREDIT_ACTIVE_Sold_count,0.30000000000000004
bureau_CREDIT_ACTIVE_Sold_count_norm,14.4
bureau_CREDIT_TYPE_Another type of loan_count,0.1
bureau_CREDIT_TYPE_Another type of loan_count_norm,1.9
bureau_CREDIT_TYPE_Car loan_count,5.6000000000000005
bureau_CREDIT_TYPE_Car loan_count_norm,27.6
bureau_CREDIT_TYPE_Cash loan (non-earmarked)_count,0.1
bureau_CREDIT_TYPE_Cash loan (non-earmarked)_count_norm,0.0
bureau_CREDIT_TYPE_Consumer credit_count,10.9
bureau_CREDIT_TYPE_Consumer credit_count_norm,17.2
bureau_CREDIT_TYPE_Credit card_count,13.299999999999999
bureau_CREDIT_TYPE_Credit card_count_norm,13.3
bureau_CREDIT_TYPE_Interbank credit_count,0.0
bureau_CREDIT_TYPE_Loan for business development_count,0.1
bureau_CREDIT_TYPE_Loan for business development_count_norm,0.2
bureau_CREDIT_TYPE_Loan for purchase of shares (margin lending)_count,0.0
bureau_CREDIT_TYPE_Loan for purchase of shares (margin lending)_count_norm,0.0
bureau_CREDIT_TYPE_Loan for the purchase of equipment_count,0.0
bureau_CREDIT_TYPE_Loan for the purchase of equipment_count_norm,0.0
bureau_CREDIT_TYPE_Loan for working capital replenishment_count,0.1
bureau_CREDIT_TYPE_Loan for working capital replenishment_count_norm,0.2
bureau_CREDIT_TYPE_Microloan_count,13.4
bureau_CREDIT_TYPE_Microloan_count_norm,21.4
bureau_CREDIT_TYPE_Mobile operator loan_count,0.0
bureau_CREDIT_TYPE_Mortgage_count,6.099999999999999
bureau_CREDIT_TYPE_Mortgage_count_norm,37.2
bureau_CREDIT_TYPE_Real estate loan_count,0.0
bureau_CREDIT_TYPE_Real estate loan_count_norm,0.0
bureau_CREDIT_TYPE_Unknown type of loan_count,0.0
bureau_CREDIT_TYPE_Unknown type of loan_count_norm,0.3
previous_AMT_ANNUITY_count,4.0
previous_AMT_ANNUITY_mean,62.900000000000006
previous_AMT_ANNUITY_max,33.4
previous_AMT_ANNUITY_min,14.0
previous_AMT_ANNUITY_var,35.800000000000004
previous_AMT_ANNUITY_sum,26.299999999999997
previous_AMT_APPLICATION_mean,24.8
previous_AMT_APPLICATION_max,24.899999999999995
previous_AMT_APPLICATION_min,16.3
previous_AMT_APPLICATION_var,28.7
previous_AMT_APPLICATION_sum,17.400000000000002
previous_AMT_DOWN_PAYMENT_count,4.1
previous_AMT_DOWN_PAYMENT_mean,27.199999999999996
previous_AMT_DOWN_PAYMENT_max,27.2
previous_AMT_DOWN_PAYMENT_min,13.700000000000003
previous_AMT_DOWN_PAYMENT_var,23.2
previous_AMT_DOWN_PAYMENT_sum,60.1
previous_HOUR_APPR_PROCESS_START_mean,43.49999999999999
previous_HOUR_APPR_PROCESS_START_max,18.500000000000004
previous_HOUR_APPR_PROCESS_START_min,12.4
previous_HOUR_APPR_PROCESS_START_var,45.0
previous_RATE_DOWN_PAYMENT_mean,26.099999999999998
previous_RATE_DOWN_PAYMENT_max,32.8
previous_RATE_DOWN_PAYMENT_min,11.799999999999999
previous_RATE_DOWN_PAYMENT_var,29.2
previous_RATE_DOWN_PAYMENT_sum,28.399999999999995
previous_DAYS_DECISION_mean,31.099999999999998
previous_DAYS_DECISION_max,44.99999999999999
previous_DAYS_DECISION_min,23.400000000000002
previous_DAYS_DECISION_var,28.299999999999997
previous_DAYS_DECISION_sum,25.4
previous_SELLERPLACE_AREA_mean,37.49999999999999
previous_SELLERPLACE_AREA_max,42.7
previous_SELLERPLACE_AREA_var,21.3
previous_CNT_PAYMENT_count,3.9
previous_CNT_PAYMENT_mean,86.8
previous_CNT_PAYMENT_max,11.4
previous_CNT_PAYMENT_min,5.000000000000001
previous_CNT_PAYMENT_var,81.69999999999999
previous_CNT_PAYMENT_sum,18.299999999999997
previous_DAYS_FIRST_DRAWING_count,3.3
previous_DAYS_FIRST_DRAWING_mean,14.1
previous_DAYS_FIRST_DRAWING_max,0.2
previous_DAYS_FIRST_DRAWING_min,30.6
previous_DAYS_FIRST_DRAWING_var,11.500000000000002
previous_DAYS_FIRST_DRAWING_sum,27.9
previous_DAYS_FIRST_DUE_mean,34.3
previous_DAYS_FIRST_DUE_max,9.7
previous_DAYS_FIRST_DUE_min,20.7
previous_DAYS_LAST_DUE_1ST_VERSION_mean,36.599999999999994
previous_DAYS_LAST_DUE_1ST_VERSION_max,85.0
previous_DAYS_LAST_DUE_1ST_VERSION_min,25.900000000000002
previous_DAYS_LAST_DUE_mean,19.1
previous_DAYS_LAST_DUE_max,7.499999999999999
previous_DAYS_LAST_DUE_min,14.399999999999999
previous_DAYS_LAST_DUE_var,28.8
previous_DAYS_LAST_DUE_sum,33.199999999999996
previous_NFLAG_INSURED_ON_APPROVAL_mean,8.600000000000001
previous_NFLAG_INSURED_ON_APPROVAL_max,0.7
previous_NFLAG_INSURED_ON_APPROVAL_min,0.2
previous_NFLAG_INSURED_ON_APPROVAL_var,9.9
previous_NFLAG_INSURED_ON_APPROVAL_sum,3.8000000000000007
previous_app/credit_min,70.1
previous_app/credit_var,35.0
previous_termination-last_due_mean,38.300000000000004
previous_termination-last_due_max,13.1
previous_termination-last_due_min,48.49999999999999
previous_termination-last_due_var,26.4
previous_NAME_CONTRACT_TYPE_Cash loans_count,2.9000000000000004
previous_NAME_CONTRACT_TYPE_Cash loans_count_norm,7.7
previous_NAME_CONTRACT_TYPE_Consumer loans_count,4.6000000000000005
previous_NAME_CONTRACT_TYPE_Consumer loans_count_norm,11.600000000000001
previous_NAME_CONTRACT_TYPE_Revolving loans_count,2.2
previous_NAME_CONTRACT_TYPE_Revolving loans_count_norm,4.800000000000001
previous_NAME_CONTRACT_TYPE_XNA_count,0.1
previous_NAME_CONTRACT_TYPE_XNA_count_norm,0.0
previous_WEEKDAY_APPR_PROCESS_START_FRIDAY_count,2.5
previous_WEEKDAY_APPR_PROCESS_START_FRIDAY_count_norm,11.999999999999998
previous_WEEKDAY_APPR_PROCESS_START_MONDAY_count,5.3
previous_WEEKDAY_APPR_PROCESS_START_MONDAY_count_norm,14.4
previous_WEEKDAY_APPR_PROCESS_START_SATURDAY_count,3.4
previous_WEEKDAY_APPR_PROCESS_START_SATURDAY_count_norm,21.1
previous_WEEKDAY_APPR_PROCESS_START_SUNDAY_count,2.3
previous_WEEKDAY_APPR_PROCESS_START_SUNDAY_count_norm,12.4
previous_WEEKDAY_APPR_PROCESS_START_THURSDAY_count,3.3
previous_WEEKDAY_APPR_PROCESS_START_THURSDAY_count_norm,21.099999999999998
previous_WEEKDAY_APPR_PROCESS_START_TUESDAY_count,1.8
previous_WEEKDAY_APPR_PROCESS_START_TUESDAY_count_norm,15.100000000000001
previous_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_count,5.7
previous_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_count_norm,14.8
previous_FLAG_LAST_APPL_PER_CONTRACT_N_count,0.30000000000000004
previous_FLAG_LAST_APPL_PER_CONTRACT_N_count_norm,0.2
previous_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_count_norm,0.2
previous_NAME_CASH_LOAN_PURPOSE_Business development_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Business development_count_norm,0.4
previous_NAME_CASH_LOAN_PURPOSE_Buying a garage_count,0.1
previous_NAME_CASH_LOAN_PURPOSE_Buying a garage_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_count_norm,0.1
previous_NAME_CASH_LOAN_PURPOSE_Buying a home_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a home_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a new car_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a new car_count_norm,0.4
previous_NAME_CASH_LOAN_PURPOSE_Buying a used car_count,0.1
previous_NAME_CASH_LOAN_PURPOSE_Buying a used car_count_norm,0.1
previous_NAME_CASH_LOAN_PURPOSE_Car repairs_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Car repairs_count_norm,0.5
previous_NAME_CASH_LOAN_PURPOSE_Education_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Education_count_norm,0.30000000000000004
previous_NAME_CASH_LOAN_PURPOSE_Everyday expenses_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Everyday expenses_count_norm,0.6000000000000001
previous_NAME_CASH_LOAN_PURPOSE_Furniture_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Furniture_count_norm,1.9000000000000001
previous_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Hobby_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Hobby_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Journey_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Journey_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Medicine_count,0.2
previous_NAME_CASH_LOAN_PURPOSE_Medicine_count_norm,0.2
previous_NAME_CASH_LOAN_PURPOSE_Money for a third person_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Money for a third person_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Other_count,2.2
previous_NAME_CASH_LOAN_PURPOSE_Other_count_norm,2.3000000000000003
previous_NAME_CASH_LOAN_PURPOSE_Payments on other loans_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Payments on other loans_count_norm,0.1
previous_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_count_norm,0.1
previous_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Repairs_count,0.6
previous_NAME_CASH_LOAN_PURPOSE_Repairs_count_norm,4.2
previous_NAME_CASH_LOAN_PURPOSE_Urgent needs_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Urgent needs_count_norm,1.5999999999999999
previous_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_count,0.1
previous_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_XAP_count,3.1
previous_NAME_CASH_LOAN_PURPOSE_XNA_count_norm,9.4
previous_NAME_CONTRACT_STATUS_Approved_count_norm,19.8
previous_NAME_CONTRACT_STATUS_Canceled_count,1.7000000000000004
previous_NAME_CONTRACT_STATUS_Canceled_count_norm,10.399999999999999
previous_NAME_CONTRACT_STATUS_Refused_count,3.9000000000000004
previous_NAME_CONTRACT_STATUS_Refused_count_norm,46.50000000000001
previous_NAME_CONTRACT_STATUS_Unused offer_count,1.4000000000000001
previous_NAME_CONTRACT_STATUS_Unused offer_count_norm,3.8999999999999995
previous_NAME_PAYMENT_TYPE_Cash through the bank_count,3.8000000000000003
previous_NAME_PAYMENT_TYPE_Cash through the bank_count_norm,18.0
previous_NAME_PAYMENT_TYPE_Cashless from the account of the employer_count,0.0
previous_NAME_PAYMENT_TYPE_Cashless from the account of the employer_count_norm,0.1
previous_NAME_PAYMENT_TYPE_Non-cash from your account_count,0.5
previous_NAME_PAYMENT_TYPE_Non-cash from your account_count_norm,1.1
previous_NAME_PAYMENT_TYPE_XNA_count,3.9
previous_CODE_REJECT_REASON_HC_count,1.8000000000000003
previous_CODE_REJECT_REASON_HC_count_norm,16.1
previous_CODE_REJECT_REASON_LIMIT_count,0.7
previous_CODE_REJECT_REASON_LIMIT_count_norm,7.999999999999999
previous_CODE_REJECT_REASON_SCO_count,2.1000000000000005
previous_CODE_REJECT_REASON_SCO_count_norm,11.100000000000001
previous_CODE_REJECT_REASON_SCOFR_count,0.30000000000000004
previous_CODE_REJECT_REASON_SCOFR_count_norm,4.999999999999999
previous_CODE_REJECT_REASON_SYSTEM_count,0.0
previous_CODE_REJECT_REASON_SYSTEM_count_norm,0.0
previous_CODE_REJECT_REASON_VERIF_count,0.30000000000000004
previous_CODE_REJECT_REASON_VERIF_count_norm,0.5
previous_CODE_REJECT_REASON_XAP_count_norm,18.1
previous_CODE_REJECT_REASON_XNA_count,0.2
previous_CODE_REJECT_REASON_XNA_count_norm,1.2999999999999998
previous_NAME_TYPE_SUITE_Children_count,1.3000000000000003
previous_NAME_TYPE_SUITE_Children_count_norm,10.399999999999999
previous_NAME_TYPE_SUITE_Family_count,4.0
previous_NAME_TYPE_SUITE_Family_count_norm,14.0
previous_NAME_TYPE_SUITE_Group of people_count,0.8999999999999999
previous_NAME_TYPE_SUITE_Group of people_count_norm,0.30000000000000004
previous_NAME_TYPE_SUITE_Other_A_count,0.1
previous_NAME_TYPE_SUITE_Other_A_count_norm,3.4
previous_NAME_TYPE_SUITE_Other_B_count,2.7
previous_NAME_TYPE_SUITE_Other_B_count_norm,3.2000000000000006
"previous_NAME_TYPE_SUITE_Spouse, partner_count",2.6
"previous_NAME_TYPE_SUITE_Spouse, partner_count_norm",8.0
previous_NAME_TYPE_SUITE_Unaccompanied_count,4.4
previous_NAME_TYPE_SUITE_Unaccompanied_count_norm,28.7
previous_NAME_CLIENT_TYPE_New_count,3.0000000000000004
previous_NAME_CLIENT_TYPE_New_count_norm,27.7
previous_NAME_CLIENT_TYPE_Refreshed_count,2.5000000000000004
previous_NAME_CLIENT_TYPE_Refreshed_count_norm,16.2
